UnitID,City,Zipcode,Battalion,StationArea,Box,OriginalPriority,Priority,ALSUnit,CallTypeGroup,NumAlarms,UnitType,UnitSequenceInCallDispatch,FirePreventionDistrict,SupervisorDistrict,Neighborhood,Delay
T09,SF,94107.0,B10,37,2615,3,3,True,,1,TRUCK,3.0,10.0,10.0,Potrero Hill,4.266667
T09,SF,94107.0,B10,37,2615,3,3,True,,1,TRUCK,1.0,10.0,10.0,Potrero Hill,3.8666666
E06,SF,94103.0,B02,06,5214,3,3,False,,1,ENGINE,1.0,2.0,8.0,Mission,2.3833334
M29,SF,94112.0,B09,43,6228,2,2,True,,1,MEDIC,1.0,9.0,11.0,Excelsior,8.15
T05,SF,94102.0,B02,05,3412,3,3,False,,1,TRUCK,1.0,2.0,5.0,Hayes Valley,2.4166667
E01,SF,94105.0,B03,01,2144,3,3,False,,1,ENGINE,1.0,3.0,6.0,Financial District/South Beach,2.4833333
E22,SF,94109.0,B04,38,3325,3,3,False,,1,ENGINE,1.0,4.0,5.0,Pacific Heights,2.95
E08,SF,94103.0,B03,08,2254,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,1.9166666
E31,SF,94118.0,B07,22,7744,3,3,False,,1,ENGINE,1.0,7.0,1.0,Golden Gate Park,4.1
M41,SF,94102.0,B03,01,1455,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,3.6333334
M17,SF,94124.0,B10,17,6634,3,3,True,,1,MEDIC,2.0,10.0,10.0,Bayview Hunters Point,2.7833333
M01,SF,94103.0,B02,01,2317,3,3,True,,1,MEDIC,2.0,2.0,6.0,South of Market,2.3333333
M07,SF,94131.0,B06,11,5556,1,1,True,,1,MEDIC,1.0,6.0,8.0,Noe Valley,2.55
E01,SF,94103.0,B03,01,2251,3,3,False,,1,ENGINE,2.0,3.0,6.0,South of Market,4.85
B05,SF,94131.0,B05,12,7323,3,3,False,,1,CHIEF,2.0,5.0,7.0,Inner Sunset,4.1666665
M38,SF,94117.0,B05,06,3531,3,3,True,,1,MEDIC,4.0,2.0,5.0,Hayes Valley,1.6166667
M05,SF,94115.0,B05,10,4154,3,3,True,,1,MEDIC,3.0,5.0,5.0,Western Addition,3.3666666
T01,SF,94102.0,B03,01,1456,3,3,False,,1,TRUCK,1.0,3.0,6.0,Tenderloin,3.0166667
E17,SF,94124.0,B10,17,6535,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,2.5166667
M38,SF,94123.0,B04,16,3566,1,1,True,,1,MEDIC,1.0,4.0,2.0,Marina,2.1166666
M03,SF,94102.0,B02,01,1548,1,1,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,1.6166667
M05,SF,94115.0,B05,05,3534,3,3,True,,1,MEDIC,1.0,5.0,5.0,Western Addition,2.8166666
M15,SF,94127.0,B08,39,8619,3,3,False,,1,MEDIC,2.0,8.0,7.0,West of Twin Peaks,2.15
E36,SF,94102.0,B02,03,3163,3,3,False,,1,ENGINE,1.0,2.0,6.0,Tenderloin,6.6
E28,SF,94133.0,B01,02,1441,3,3,False,,1,ENGINE,5.0,1.0,3.0,Nob Hill,7.0666666
M01,SF,94102.0,B02,01,1551,2,2,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,5.766667
E09,SF,94124.0,B10,25,6467,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,4.516667
E35,SF,94111.0,B01,13,1136,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,4.4333334
E06,SF,94114.0,B05,06,5233,3,3,False,,1,ENGINE,1.0,5.0,8.0,Castro/Upper Market,1.6166667
T07,SF,94103.0,B02,07,0527,3,3,False,,1,TRUCK,3.0,2.0,9.0,Mission,3.1833334
E05,SF,94115.0,B04,38,3433,3,3,False,,1,ENGINE,2.0,4.0,5.0,Pacific Heights,2.6166666
M41,SF,94105.0,B03,35,2121,3,3,True,,1,MEDIC,3.0,3.0,6.0,Financial District/South Beach,3.4833333
E01,SF,94102.0,B03,01,1454,3,3,False,,1,ENGINE,1.0,2.0,6.0,Tenderloin,1.8
E09,SF,94110.0,B10,09,2562,3,3,False,,1,ENGINE,1.0,10.0,10.0,Mission,1.0333333
M14,SF,94116.0,B08,40,7461,1,1,True,,1,MEDIC,2.0,8.0,4.0,Sunset/Parkside,13.4
T02,SF,94133.0,B01,28,0947,3,3,False,,1,TRUCK,3.0,1.0,3.0,North Beach,2.3166666
E14,SF,94121.0,B07,14,7217,3,3,False,,1,ENGINE,2.0,7.0,2.0,Outer Richmond,4.4333334
E28,SF,94133.0,B01,28,0939,3,3,False,,1,ENGINE,2.0,1.0,3.0,North Beach,2.8
E23,SF,94122.0,B08,23,7626,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,4.45
E07,SF,94110.0,B06,07,5432,3,3,False,,1,ENGINE,2.0,6.0,9.0,Mission,4.2166667
M05,SF,94115.0,B05,10,4154,3,3,True,,1,MEDIC,2.0,5.0,5.0,Japantown,3.6833334
B03,SF,94107.0,B03,29,2425,3,3,False,,1,CHIEF,3.0,3.0,10.0,Mission Bay,5.983333
E11,SF,94110.0,B06,11,5525,2,2,False,,1,ENGINE,1.0,6.0,9.0,Mission,8.716666
T07,SF,94103.0,B02,29,2874,3,3,False,,1,TRUCK,2.0,2.0,10.0,Mission,1.0666667
E05,SF,94115.0,B05,05,3642,3,3,False,,1,ENGINE,1.0,5.0,5.0,Western Addition,0.95
B10,SF,94110.0,B10,07,5427,3,3,False,,1,CHIEF,2.0,2.0,10.0,Mission,2.3666666
E23,SF,94122.0,B08,23,7717,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,2.7833333
T03,SF,94109.0,B04,03,3122,3,3,False,,1,TRUCK,3.0,4.0,3.0,Nob Hill,4.2
B06,SF,94103.0,B02,06,5214,3,3,False,,1,CHIEF,2.0,2.0,8.0,Mission,2.0833333
E38,SF,94115.0,B05,05,3515,3,3,False,,1,ENGINE,2.0,5.0,5.0,Western Addition,2.3333333
E16,SF,94123.0,B04,16,3146,3,3,False,,1,ENGINE,1.0,4.0,2.0,Marina,2.0
E36,SF,94103.0,B02,36,2338,3,3,False,,1,ENGINE,1.0,2.0,6.0,Tenderloin,1.3833333
E15,SF,94112.0,B09,43,6173,3,3,True,,1,ENGINE,1.0,9.0,11.0,Excelsior,2.8
RC2,SF,94115.0,B05,05,3534,3,3,True,,1,RESCUE CAPTAIN,3.0,5.0,5.0,Western Addition,2.4
T13,SF,94115.0,B04,10,4161,3,3,False,,1,TRUCK,9.0,4.0,2.0,Pacific Heights,1.4
RC4,SF,94124.0,B10,17,6612,3,3,True,,1,RESCUE CAPTAIN,4.0,10.0,10.0,Bayview Hunters Point,1.7166667
B02,SF,94102.0,B03,01,1456,3,3,False,,1,CHIEF,3.0,2.0,6.0,Tenderloin,2.6
M07,SF,94110.0,B06,11,5662,3,3,True,,1,MEDIC,3.0,6.0,9.0,Bernal Heights,3.1666667
M03,SF,94109.0,B04,03,1642,2,2,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,7.9333334
M18,SF,94122.0,B08,23,7625,3,3,True,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,5.5
M12,SF,94116.0,B08,23,7663,3,3,True,,1,MEDIC,2.0,8.0,4.0,Sunset/Parkside,2.6666667
E17,SF,94124.0,B10,17,6571,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,2.7333333
B03,SF,94104.0,B01,13,1164,3,3,False,,1,CHIEF,3.0,1.0,3.0,Financial District/South Beach,1.0166667
T03,SF,94133.0,B01,13,1232,3,3,False,,1,TRUCK,3.0,1.0,3.0,Chinatown,2.0666666
M10,SF,94115.0,B04,10,4126,3,3,True,,1,MEDIC,2.0,4.0,5.0,Pacific Heights,2.4
T06,SF,94114.0,B02,06,3525,3,3,False,,1,TRUCK,1.0,2.0,8.0,Hayes Valley,6.4666667
M41,SF,94110.0,B06,11,5535,3,3,True,,1,MEDIC,4.0,6.0,9.0,Mission,4.6833334
93,SF,94133.0,B01,02,1332,1,1,True,,1,MEDIC,1.0,1.0,3.0,Chinatown,0.81666666
M36,SF,94102.0,B01,01,1452,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,1.9166666
M29,SF,94110.0,B10,07,2553,3,3,True,,1,MEDIC,2.0,10.0,10.0,Potrero Hill,15.966666
E10,SF,94118.0,B07,31,7113,3,3,False,,1,ENGINE,1.0,7.0,1.0,Inner Richmond,1.35
T12,SF,94117.0,B05,12,5143,3,3,False,,1,TRUCK,3.0,5.0,5.0,Haight Ashbury,1.5333333
E40,SF,94122.0,B08,18,7543,3,3,True,,1,ENGINE,2.0,8.0,4.0,Sunset/Parkside,3.7666667
E41,SF,94123.0,B04,16,4212,3,3,False,,1,ENGINE,7.0,4.0,2.0,Marina,1.4666667
E01,SF,94102.0,B03,01,1455,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,2.6666667
T07,SF,94107.0,B10,37,2615,3,3,False,,1,TRUCK,2.0,10.0,10.0,Potrero Hill,1.1
M13,SF,94107.0,B10,25,2635,3,3,True,,1,MEDIC,2.0,10.0,10.0,Bayview Hunters Point,5.483333
E02,SF,94133.0,B01,02,1333,3,3,False,,1,ENGINE,1.0,1.0,3.0,Chinatown,3.05
E40,SF,94122.0,B08,18,7623,3,3,True,,1,ENGINE,2.0,8.0,4.0,Sunset/Parkside,1.8166667
E38,SF,94109.0,B04,38,3324,3,3,True,,1,ENGINE,1.0,4.0,5.0,Pacific Heights,1.8833333
T09,SF,94107.0,B10,37,2615,3,3,True,,1,TRUCK,2.0,10.0,10.0,Potrero Hill,1.1833333
T11,SF,94110.0,B06,32,5626,3,3,True,,1,TRUCK,3.0,6.0,9.0,Bernal Heights,2.7666667
T17,SF,94124.0,B10,17,6516,3,3,False,,1,TRUCK,2.0,10.0,10.0,Bayview Hunters Point,4.883333
M07,SF,94131.0,B06,26,8166,3,3,False,,1,MEDIC,2.0,6.0,8.0,Noe Valley,3.5833333
E36,SF,94103.0,B02,36,5114,3,3,False,,1,ENGINE,1.0,2.0,6.0,Mission,1.3
M01,SF,94105.0,B03,01,2144,1,1,True,,1,MEDIC,1.0,3.0,6.0,Financial District/South Beach,3.65
T01,SF,94103.0,B02,36,2341,3,3,True,,1,TRUCK,2.0,2.0,6.0,South of Market,2.4166667
T03,SF,94109.0,B04,03,3122,3,3,False,,1,TRUCK,2.0,4.0,3.0,Nob Hill,1.7666667
E03,SF,94102.0,B02,03,1545,3,3,False,,1,ENGINE,3.0,2.0,6.0,Tenderloin,1.8333334
RC3,SF,94103.0,B02,29,5217,3,3,True,,1,RESCUE CAPTAIN,3.0,2.0,9.0,Mission,1.8333334
T15,SF,94112.0,B09,15,8474,3,3,False,,1,TRUCK,1.0,9.0,7.0,Oceanview/Merced/Ingleside,3.1
E06,SF,94114.0,B02,06,5213,3,3,False,,1,ENGINE,1.0,2.0,8.0,Castro/Upper Market,2.4833333
E40,SF,94131.0,B05,12,7323,3,3,True,,1,ENGINE,10.0,5.0,7.0,Inner Sunset,3.5666666
K917,SF,94102.0,B03,03,1461,3,3,False,,1,PRIVATE,1.0,3.0,6.0,Tenderloin,4.65
T03,SF,94109.0,B04,03,1543,3,3,False,,1,TRUCK,1.0,1.0,3.0,Tenderloin,42.583332
M05,SF,94102.0,B02,36,3111,2,2,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,6.2166667
E03,SF,94102.0,B02,01,1546,3,3,True,,1,ENGINE,3.0,2.0,6.0,Tenderloin,2.1833334
RS1,SF,94109.0,B04,03,3162,3,3,False,,1,RESCUE SQUAD,9.0,2.0,6.0,Tenderloin,1.75
E02,SF,94111.0,B01,13,1131,3,3,False,,1,ENGINE,1.0,1.0,3.0,Financial District/South Beach,2.2833333
M36,SF,94109.0,B02,03,3163,3,3,True,,1,MEDIC,2.0,2.0,5.0,Western Addition,1.1166667
T14,SF,94118.0,B07,31,7147,3,3,False,,1,TRUCK,4.0,7.0,1.0,Inner Richmond,1.2166667
M13,SF,94111.0,B01,13,1161,2,2,True,,1,MEDIC,1.0,1.0,3.0,Financial District/South Beach,3.9833333
T11,SF,94110.0,B06,32,5625,3,3,True,,1,TRUCK,1.0,6.0,9.0,Bernal Heights,2.5
E01,SF,94102.0,B03,01,1455,3,3,False,,1,ENGINE,2.0,2.0,6.0,Tenderloin,2.2666667
E07,SF,94110.0,B06,11,5613,3,3,False,,1,ENGINE,3.0,6.0,9.0,Mission,1.8333334
E06,SF,94103.0,B02,06,5214,3,3,False,,1,ENGINE,1.0,2.0,8.0,Mission,2.6
M07,SF,94103.0,B02,06,5214,3,3,True,,1,MEDIC,2.0,2.0,8.0,Mission,2.9666667
94,SF,94103.0,B02,36,2342,3,3,True,,1,MEDIC,2.0,2.0,6.0,South of Market,2.8666666
E10,SF,94118.0,B07,31,7127,3,3,False,,1,ENGINE,1.0,7.0,1.0,Inner Richmond,1.3333334
M01,SF,94108.0,B01,01,1241,3,3,True,,1,MEDIC,1.0,1.0,3.0,Financial District/South Beach,2.45
E18,SF,94122.0,B08,18,7563,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,2.5666666
E08,SF,94107.0,B03,08,2154,3,3,False,,1,ENGINE,1.0,3.0,6.0,Mission Bay,3.25
D2,SF,94111.0,B01,13,0903,3,3,False,,1,CHIEF,12.0,1.0,3.0,Financial District/South Beach,3.9166667
E33,SF,94112.0,B09,33,8372,E,E,False,,1,ENGINE,1.0,9.0,11.0,Oceanview/Merced/Ingleside,1.8666667
D3,SF,94107.0,B10,37,0256,3,3,False,,1,CHIEF,12.0,10.0,10.0,Potrero Hill,5.25
M12,SF,94118.0,B04,10,4421,3,3,True,,1,MEDIC,2.0,4.0,2.0,Presidio Heights,2.6666667
M03,SF,94103.0,B03,01,1455,3,3,True,,1,MEDIC,2.0,2.0,6.0,South of Market,4.65
E44,SF,94134.0,B10,44,6277,E,E,True,,1,ENGINE,2.0,10.0,10.0,Portola,2.7
E03,SF,94104.0,B01,13,1242,3,3,False,,1,ENGINE,2.0,1.0,3.0,Financial District/South Beach,4.0833335
M36,SF,94109.0,B04,38,3225,3,3,True,,1,MEDIC,2.0,4.0,2.0,Pacific Heights,2.0833333
M01,SF,94103.0,B03,01,1455,1,1,True,,1,MEDIC,1.0,2.0,6.0,South of Market,2.2333333
M13,SF,94105.0,B03,35,2137,2,2,True,,1,MEDIC,1.0,3.0,6.0,Financial District/South Beach,2.6833334
E23,SF,94116.0,B08,23,7731,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,2.55
T01,SF,94108.0,B01,01,1316,3,3,False,,1,TRUCK,1.0,1.0,3.0,Financial District/South Beach,3.8833334
M01,SF,94102.0,B01,01,1363,3,3,True,,1,MEDIC,1.0,3.0,3.0,Tenderloin,4.0666666
91,SF,94103.0,B03,08,2255,3,3,False,,1,MEDIC,2.0,3.0,6.0,South of Market,6.5
E16,SF,94123.0,B04,16,3341,3,3,False,,1,ENGINE,1.0,4.0,2.0,Marina,2.9
E07,SF,94110.0,B06,07,5445,3,3,False,,1,ENGINE,1.0,6.0,8.0,Mission,3.5166667
M12,SF,94116.0,B08,40,7434,3,3,True,,1,MEDIC,2.0,8.0,4.0,Sunset/Parkside,2.4833333
M07,SF,94124.0,B10,09,6375,3,3,True,,1,MEDIC,1.0,10.0,10.0,Bayview Hunters Point,1.9166666
E01,SF,94102.0,B03,01,1454,3,3,False,,1,ENGINE,1.0,3.0,6.0,Tenderloin,4.266667
E21,SF,94117.0,B05,21,4252,3,3,False,,1,ENGINE,2.0,5.0,5.0,Lone Mountain/USF,3.4
E03,SF,94102.0,B02,03,1553,3,3,False,,1,ENGINE,1.0,2.0,6.0,Tenderloin,3.2666667
E17,SF,94124.0,B10,42,6431,3,3,True,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,3.8833334
E33,SF,94112.0,B09,33,6215,3,3,False,,1,ENGINE,1.0,9.0,11.0,Excelsior,3.5333333
M07,SF,94114.0,B05,06,5415,3,3,True,,1,MEDIC,2.0,5.0,8.0,Castro/Upper Market,2.7166667
B02,SF,94133.0,B01,28,1351,3,3,False,,1,CHIEF,4.0,1.0,3.0,North Beach,3.4833333
M12,SF,94127.0,B08,39,8611,3,3,True,,1,MEDIC,3.0,8.0,7.0,West of Twin Peaks,3.4
E25,SF,94107.0,B10,25,2611,E,E,False,,1,ENGINE,1.0,10.0,10.0,Potrero Hill,2.0666666
RC3,SF,94107.0,B10,25,2611,E,E,False,,1,RESCUE CAPTAIN,4.0,10.0,10.0,Potrero Hill,3.2
T10,SF,94123.0,B04,16,4121,3,3,False,,1,TRUCK,8.0,4.0,2.0,Marina,3.15
M43,SF,94112.0,B06,32,5633,3,3,False,,1,MEDIC,4.0,9.0,8.0,Outer Mission,3.95
M15,SF,94112.0,B09,15,8457,2,2,True,,1,MEDIC,1.0,9.0,7.0,Oceanview/Merced/Ingleside,4.5333333
B08,SF,94122.0,B08,22,7366,3,3,False,,1,CHIEF,2.0,7.0,5.0,Inner Sunset,4.95
M28,SF,94133.0,B01,02,1332,3,3,True,,1,MEDIC,1.0,1.0,3.0,Chinatown,4.733333
B02,SF,94107.0,B10,25,2635,3,3,False,,2,CHIEF,12.0,10.0,10.0,Bayview Hunters Point,11.4
E09,SF,94110.0,B06,09,5622,3,3,False,,1,ENGINE,2.0,6.0,9.0,Mission,2.95
M10,SF,94109.0,B04,03,3121,1,1,True,,1,MEDIC,1.0,4.0,3.0,Nob Hill,2.2166667
T11,SF,94110.0,B06,07,5526,3,3,True,,1,TRUCK,7.0,6.0,9.0,Mission,2.5
RC4,SF,94112.0,B09,32,6113,2,2,True,,1,RESCUE CAPTAIN,1.0,9.0,11.0,Excelsior,5.8333335
E48,SF,94130.0,B03,48,2951,3,3,True,,1,ENGINE,2.0,,6.0,Treasure Island,3.5
M15,SF,94112.0,B09,32,6113,3,3,True,,1,MEDIC,3.0,9.0,11.0,Outer Mission,3.4333334
E42,SF,94134.0,B09,42,6345,3,3,True,,1,ENGINE,1.0,9.0,9.0,Portola,4.516667
M01,SF,94102.0,B03,01,1365,1,1,True,,1,MEDIC,1.0,3.0,6.0,Tenderloin,5.766667
T15,SF,94112.0,B09,43,6225,E,E,True,,1,TRUCK,3.0,9.0,11.0,Excelsior,2.15
M13,SF,94105.0,B03,35,2817,1,1,True,,1,MEDIC,1.0,3.0,6.0,Financial District/South Beach,3.1833334
M01,SF,94103.0,B03,01,2252,2,2,True,,1,MEDIC,1.0,3.0,6.0,South of Market,3.3
M32,SF,94134.0,B10,42,6327,E,E,False,,1,MEDIC,2.0,10.0,9.0,Portola,1.95
RC3,SF,94112.0,B09,43,6224,3,3,False,,1,RESCUE CAPTAIN,1.0,9.0,11.0,Excelsior,3.0333333
M38,SF,94102.0,B01,01,1452,3,3,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,2.9833333
E07,SF,94110.0,B06,07,5472,3,3,False,,1,ENGINE,1.0,6.0,9.0,Mission,1.85
E29,SF,94107.0,B03,29,2425,3,3,False,,1,ENGINE,2.0,3.0,10.0,Mission Bay,2.0833333
T01,SF,94105.0,B03,01,2147,3,3,False,,1,TRUCK,1.0,3.0,6.0,Financial District/South Beach,1.75
RC4,SF,94134.0,B09,43,6243,E,E,False,,1,RESCUE CAPTAIN,1.0,9.0,10.0,Visitacion Valley,2.2833333
E17,SF,94124.0,B10,17,6665,3,3,False,,1,ENGINE,1.0,10.0,10.0,Bayview Hunters Point,1.15
E32,SF,94110.0,B06,32,5631,3,3,False,,1,ENGINE,10.0,6.0,8.0,Bernal Heights,2.3666666
M28,SF,94133.0,B01,28,1434,1,1,True,,1,MEDIC,1.0,1.0,3.0,Russian Hill,3.2333333
M36,SF,94110.0,B06,07,5455,2,2,True,,1,MEDIC,1.0,6.0,9.0,Mission,4.983333
T03,SF,94102.0,B03,03,1461,3,3,False,,1,TRUCK,2.0,2.0,6.0,Tenderloin,2.4333334
E06,SF,94114.0,B05,06,5253,3,3,False,,1,ENGINE,1.0,5.0,8.0,Castro/Upper Market,3.3333333
E24,SF,94114.0,B06,24,5466,3,3,False,,1,ENGINE,1.0,6.0,8.0,Noe Valley,3.8166666
M14,SF,94121.0,B07,14,7237,3,3,True,,1,MEDIC,1.0,7.0,1.0,Outer Richmond,1.8666667
E34,SF,94121.0,B07,34,7277,3,3,False,,1,ENGINE,1.0,7.0,1.0,Outer Richmond,2.8333333
M08,SF,94103.0,B03,01,2251,3,3,True,,1,MEDIC,2.0,3.0,6.0,South of Market,5.5833335
B01,SF,94133.0,B01,02,1333,3,3,False,,1,CHIEF,3.0,1.0,3.0,Chinatown,1.7333333
M17,SF,94124.0,B10,25,6467,3,3,True,,1,MEDIC,2.0,10.0,10.0,Bayview Hunters Point,2.9166667
B02,SF,94110.0,B02,07,5424,3,3,False,,1,CHIEF,3.0,2.0,9.0,Mission,0.5
A208,SF,94109.0,B02,03,1555,1,1,False,,1,PRIVATE,1.0,2.0,6.0,Tenderloin,6.733333
E03,SF,94102.0,B03,03,1461,3,3,False,,1,ENGINE,1.0,2.0,6.0,Tenderloin,2.2666667
B02,SF,94103.0,B02,07,5216,3,3,False,,1,CHIEF,2.0,2.0,9.0,Mission,3.8333333
T08,SF,94110.0,B02,07,5426,3,3,False,,1,TRUCK,2.0,2.0,9.0,Mission,1.9833333
E15,SF,94112.0,B09,15,8275,3,3,True,,1,ENGINE,1.0,9.0,11.0,Outer Mission,2.3833334
E36,SF,94103.0,B02,36,2336,3,3,False,,1,ENGINE,1.0,2.0,6.0,South of Market,1.05
T01,SF,94102.0,B02,36,1645,3,3,False,,1,TRUCK,2.0,2.0,6.0,Tenderloin,1.3666667
E03,SF,94109.0,B01,41,1541,3,3,False,,1,ENGINE,2.0,1.0,3.0,Nob Hill,3.3
E42,SF,94134.0,B10,42,6334,3,3,True,,1,ENGINE,1.0,10.0,9.0,Portola,1.2666667
E10,SF,94118.0,B07,10,7114,3,3,False,,1,ENGINE,1.0,7.0,2.0,Presidio Heights,3.1833334
M01,SF,94102.0,B03,01,1453,3,3,True,,1,MEDIC,1.0,3.0,6.0,Tenderloin,2.9
M03,SF,94103.0,B03,01,2252,1,1,True,,1,MEDIC,1.0,3.0,6.0,South of Market,1.9833333
T15,SF,94112.0,B09,43,0613,3,3,False,,1,TRUCK,3.0,9.0,11.0,Excelsior,1.5
M36,SF,94102.0,B02,36,1552,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,1.65
B02,SF,94102.0,B03,03,1461,3,3,False,,1,CHIEF,2.0,2.0,6.0,Tenderloin,1.9333333
M18,SF,94121.0,B07,34,7311,1,1,False,,1,MEDIC,1.0,7.0,1.0,Outer Richmond,1.85
T03,SF,94109.0,B04,03,3223,3,3,False,,1,TRUCK,3.0,4.0,2.0,Western Addition,2.5666666
M08,SF,94103.0,B02,36,2337,2,2,True,,1,MEDIC,1.0,2.0,6.0,South of Market,3.5
B04,SF,94109.0,B04,03,3323,3,3,False,,1,CHIEF,3.0,4.0,5.0,Western Addition,1.8333334
E01,SF,94102.0,B03,01,2209,3,3,False,,1,ENGINE,2.0,3.0,3.0,Tenderloin,4.133333
E05,SF,94115.0,B02,05,3426,3,3,False,,1,ENGINE,2.0,2.0,5.0,Western Addition,4.1666665
T02,SF,94133.0,B01,28,1341,3,3,False,,1,TRUCK,1.0,1.0,3.0,North Beach,3.8
M18,SF,94116.0,B08,18,7665,2,2,False,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,6.1
M05,SF,94115.0,B05,05,3642,3,3,True,,1,MEDIC,1.0,5.0,5.0,Western Addition,2.3166666
M32,SF,94112.0,B09,32,8137,3,3,True,,1,MEDIC,5.0,9.0,8.0,Outer Mission,2.4166667
RC2,SF,94104.0,B03,01,2109,E,E,True,,1,RESCUE CAPTAIN,3.0,1.0,3.0,Financial District/South Beach,12.266666
RC3,SF,94110.0,B06,32,5737,E,E,True,,1,RESCUE CAPTAIN,2.0,10.0,9.0,Bernal Heights,2.3333333
B10,SF,94134.0,B10,42,6362,3,3,False,,1,CHIEF,2.0,10.0,9.0,Portola,3.35
T09,SF,94134.0,B10,42,6362,3,3,True,,1,TRUCK,5.0,10.0,9.0,Portola,3.6833334
T01,SF,94102.0,B03,01,1453,3,3,False,,1,TRUCK,3.0,3.0,6.0,Tenderloin,4.2166667
M41,SF,94108.0,B01,13,1245,3,3,True,,1,MEDIC,2.0,1.0,3.0,Chinatown,2.1666667
E15,SF,94127.0,B09,15,0853,3,3,False,,1,ENGINE,1.0,9.0,7.0,West of Twin Peaks,4.016667
M03,SF,94102.0,B02,03,1554,3,3,True,,1,MEDIC,2.0,2.0,6.0,Tenderloin,2.0333333
M28,SF,94109.0,B04,41,3152,3,3,True,,1,MEDIC,2.0,4.0,3.0,Russian Hill,2.9333334
M29,SF,94110.0,B06,11,5525,3,3,True,,1,MEDIC,2.0,6.0,9.0,Mission,3.6166666
M03,SF,94109.0,B04,03,3222,3,3,True,,1,MEDIC,2.0,4.0,2.0,Western Addition,3.6333334
M10,SF,94118.0,B07,10,7114,1,1,True,,1,MEDIC,1.0,7.0,2.0,Presidio Heights,3.7666667
B10,SF,94110.0,B10,32,5725,3,3,False,,1,CHIEF,1.0,10.0,9.0,Bernal Heights,2.85
T01,SF,94107.0,B03,08,2173,3,3,False,,1,TRUCK,2.0,3.0,6.0,South of Market,1.8166667
T08,SF,94110.0,B02,29,5242,3,3,True,,1,TRUCK,3.0,2.0,9.0,Mission,2.0666666
E18,SF,94122.0,B08,23,7721,3,3,False,,1,ENGINE,1.0,8.0,4.0,Sunset/Parkside,3.15
B01,SF,94103.0,B03,01,2212,3,3,False,,1,CHIEF,3.0,3.0,6.0,Financial District/South Beach,1.0166667
E01,SF,94103.0,B03,01,2212,3,3,False,,1,ENGINE,2.0,3.0,6.0,Financial District/South Beach,2.1833334
T09,SF,94110.0,B10,37,2554,3,3,True,,1,TRUCK,1.0,10.0,9.0,Mission,3.15
T08,SF,94103.0,B03,08,2254,3,3,True,,1,TRUCK,2.0,3.0,6.0,South of Market,2.0833333
B02,SF,94102.0,B03,01,1456,3,3,False,,1,CHIEF,3.0,2.0,6.0,Tenderloin,4.733333
E03,SF,94109.0,B04,03,1557,3,3,False,,1,ENGINE,1.0,4.0,3.0,Nob Hill,1.8166667
B04,SF,94115.0,B04,38,3545,3,3,False,,1,CHIEF,3.0,4.0,2.0,Pacific Heights,2.6166666
B05,SF,94115.0,B05,21,4242,3,3,False,,1,CHIEF,2.0,5.0,5.0,Western Addition,2.1166666
RS2,SF,94112.0,B09,15,8515,3,3,False,,1,RESCUE SQUAD,8.0,9.0,7.0,West of Twin Peaks,3.2166667
M03,SF,94102.0,B02,03,1540,1,1,True,,1,MEDIC,1.0,2.0,6.0,Tenderloin,2.9666667
M01,SF,94102.0,B03,01,2248,3,3,True,,1,MEDIC,1.0,3.0,6.0,South of Market,2.35
E23,SF,94116.0,B08,23,7712,3,3,False,,1,ENGINE,2.0,8.0,4.0,Sunset/Parkside,2.3666666
M18,SF,94116.0,B08,23,7712,3,3,True,,1,MEDIC,1.0,8.0,4.0,Sunset/Parkside,2.25
E11,SF,94114.0,B06,11,5522,3,3,False,,1,ENGINE,1.0,6.0,8.0,Noe Valley,1.5666667
E03,SF,94109.0,B04,03,1543,3,3,False,,1,ENGINE,1.0,1.0,3.0,Tenderloin,3.2666667
E16,SF,94123.0,B04,16,3245,3,3,False,,1,ENGINE,1.0,4.0,2.0,Marina,3.15
M28,SF,94133.0,B01,02,1416,1,1,True,,1,MEDIC,1.0,1.0,3.0,Chinatown,41.25
